,temp,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,stations,cases,labels,lab
583,29.9,23.5,69.5,0.0,0.0,0.0,18.4,234.9,1010.8,30.5,3.0,123.7,10.8,4.0,1,1,7658,normal,1
584,31.2,24.0,66.9,0.0,0.0,0.0,20.1,39.3,1010.8,32.2,2.9,221.9,19.3,8.0,1,1,7802,normal,1
587,31.0,20.9,55.7,0.0,0.0,0.0,19.5,0.5,1010.0,16.4,3.1,224.1,19.4,8.0,0,1,3864,normal,1
588,28.6,22.1,68.2,1.0,100.0,4.17,13.4,82.7,1010.1,48.7,2.7,110.7,9.6,4.0,2,1,10997,normal,2
589,26.1,23.4,84.9,10.0,100.0,12.5,17.1,84.8,1011.5,70.1,2.7,92.3,8.0,4.0,2,1,12436,normal,2
590,25.7,23.0,85.4,8.6,100.0,12.5,19.4,84.1,1011.5,66.2,3.0,89.4,7.6,3.0,2,1,13817,normal,2
591,27.9,23.3,77.0,6.4,100.0,8.33,21.1,48.1,1009.3,61.6,3.5,103.8,8.9,4.0,2,1,12706,normal,2
592,27.5,24.1,82.5,10.0,100.0,12.5,15.3,117.4,1008.2,62.8,3.1,109.0,9.4,4.0,2,1,4778,normal,1
593,26.6,24.2,86.7,3.2,100.0,8.33,16.6,145.0,1006.7,64.2,3.2,141.0,12.3,5.0,2,1,7328,normal,1
594,27.6,24.2,82.7,3.0,100.0,8.33,13.5,100.9,1005.7,63.0,2.9,101.2,8.6,4.0,2,1,12912,normal,2
595,27.6,23.0,76.7,3.2,100.0,8.33,25.9,66.9,1004.2,64.9,3.3,122.2,10.8,5.0,2,1,6280,normal,1
596,27.8,22.8,74.9,1.0,100.0,4.17,24.1,102.0,1006.1,64.0,3.1,135.2,11.8,6.0,2,1,11389,normal,2
597,28.5,23.3,75.0,0.0,0.0,0.0,17.1,159.8,1008.9,50.4,3.1,252.5,21.9,9.0,1,1,6729,normal,1
598,29.3,22.6,68.5,0.0,0.0,0.0,16.6,233.0,1010.4,50.5,3.1,242.7,20.9,8.0,1,1,10541,normal,2
599,29.8,23.9,71.1,0.0,0.0,0.0,19.0,344.4,1010.8,30.5,3.1,195.3,16.9,8.0,1,1,6396,normal,1
600,30.6,23.3,65.9,0.0,0.0,0.0,14.7,81.3,1009.7,32.7,3.3,187.6,16.0,7.0,1,1,10883,normal,2
601,30.2,21.5,60.4,0.0,0.0,0.0,17.8,79.2,1008.7,46.5,3.9,136.2,11.7,5.0,1,1,7311,normal,1
